company_name,company_category,description,tag_list,founded_at,country,state,region,funding_total_usd,funded_at,funded_year,funded_quarter,cb_url,homepage_url
InnerWorkings,software,SaaS Skill Development Platform,"-net, software-development, programming, -net-learning, -net-training, software-process, developer-skills, visual-studio, application-development, outsourcing, offshoring, software-teams, code-quality, c, visual-basic",11/1/2002,USA,CA,SF Bay,12960000,4/18/2005,2005,2005-Q2,/company/innerworkings,http://www.innerworkings.com
Racktivity,software,Power Management & Environmental Control,"intelligent-power-distribution, pdu",1/1/2008,BEL,,Lochristi,12951250,9/30/2009,2009,2009-Q3,/company/racktivity,http://www.racktivity.com
innRoad,software,Hotel Software Solution,,,USA,NY,Southampton,12895310,5/31/2012,2012,2012-Q2,/company/innroad-inc,http://www.innroad.com
DxO Labs,software,,,1/1/2002,FRA,,Boulogne,12820000,1/30/2006,2006,2006-Q1,/company/dxo-labs,http://www.dxo.com
Amadesa,software,Web Site Testing & Personalization,"optimization, testing, personalization, predictive-modeling, analytics, recommendations, checkout",5/15/2005,USA,IL,Chicago,12800000,10/5/2011,2011,2011-Q4,/company/amadesa,http://www.amadesa.com
Derivix,software,provides financial services software,,1/1/2005,USA,NY,New York,12700000,7/30/2008,2008,2008-Q3,/company/derivix,http://www.derivix.com
Verix,software,,,1/1/2003,USA,CA,SF Bay,12700000,2/12/2006,2006,2006-Q1,/company/verix,http://www.verix.com
Community Investors,software,,,,,,unknown,12600000,6/18/2013,2013,2013-Q2,/company/community-investors,
Interactive TKO,software,software suite,,1/1/1999,USA,TX,Dallas,12560000,6/11/2007,2007,2007-Q2,/company/interactive-tko,http://www.itko.com
Bunchball,software,Gamification,"games, socialgaming, socialengagement",2/1/2005,USA,CA,SF Bay,12500000,10/1/2006,2006,2006-Q4,/company/bunchball,http://www.bunchball.com
DataCert,software,management solutions,,1/1/1998,USA,TX,Houston,12500000,6/27/2007,2007,2007-Q2,/company/datacert,http://www.datacert.com
Questra,software,Internet Download Manager,"idm, m2m, intelligent-device-management",,USA,CA,SF Bay,12500000,8/15/2006,2006,2006-Q3,/company/questra,http://www.questra.com
iConclude,software,,,1/1/2005,USA,WA,Seattle,12500000,4/10/2006,2006,2006-Q2,/company/iconclude,http://iconcloud.co.uk
SportsMEDIA Technology,software,,,,USA,NC,Raleigh-Durham,12500000,9/3/2010,2010,2010-Q3,/company/sportsmedia-technology,http://www.smt.com
QlikTech,software,User-Driven Business Discovery,"bi, business-intelligence, software, analytics, dashboards, reporting",1/1/1993,USA,PA,Philadelphia,12500000,12/6/2004,2004,2004-Q4,/company/qliktech,http://www.qlikview.com
CrowdSource,software,Mechanical Turk Integration Solutions,"crowdsourcing, crowdsource, turk, mechanical-turk",9/10/2010,USA,IL,Swansea,12500000,10/22/2012,2012,2012-Q4,/company/scalable-workforce,http://www.crowdsource.com
F-Origin,software,TouchScreen Technologies,,1/1/2005,USA,CA,SF Bay,12485060,6/15/2007,2007,2007-Q2,/company/f-origin,http://www.f-origin.com
RES Software,software,Workspace Virtualization,"workspace-virtualization, dynamic-desktop, automation, vdi, it-store, enterprise-app-store, desktop-virtualization, healthcare-it, roaming-user, byod",1/1/1999,USA,PA,Philadelphia,12405150,4/28/2010,2010,2010-Q2,/company/res-software,http://www.ressoftware.com
Embotics,software,,"virtualization, server-virtualization",1/1/2006,CAN,,Ottawa,12400000,12/10/2008,2008,2008-Q4,/company/embotics-corporation,http://www.embotics.com
Parallels,software,Software Company,"cloud, saas, cloud-computing, virtualization, software, cloud-software",1/1/1999,USA,WA,Seattle,12400000,6/15/2005,2005,2005-Q2,/company/parallels,http://www.parallels.com
InSync Software,software,Asset Tracking Software Developer,,12/1/2008,USA,CA,SF Bay,12399999,10/20/2009,2009,2009-Q4,/company/insync,http://www.insyncinfo.com
StoneRiver,software,,,,USA,IN,Cedar Rapids,12300000,1/12/2010,2010,2010-Q1,/company/stone-river-capital,http://www.stoneriver.com
Availigent,software,,,1/1/1998,USA,CA,SF Bay,12200000,7/17/2006,2006,2006-Q3,/company/availigent,
Duetto,software,Big Data SaaS Travel Industry ,"big-data, saas, software, cloud, travel, lodging, business-intelligence, forecasting, pricing, revenue-management, hotels, profit-optimization, demand-optimization",2/24/2012,USA,CA,SF Bay,12200000,4/19/2012,2012,2012-Q2,/company/duetto-research,http://www.duettoresearch.com
Nexthink,software,Real time enterprise desktop monitoring,,9/1/2004,CHE,,Lausanne,12150000,3/7/2007,2007,2007-Q1,/company/nexthink,http://www.nexthink.com
Mobilitec,software,,,1/1/2000,USA,CA,SF Bay,12100000,2/7/2005,2005,2005-Q1,/company/mobilitec,
Acquisio,software,designed for SEM agencies,,1/1/2003,CAN,,Saint Lambert,12100000,8/16/2011,2011,2011-Q3,/company/acquisio,http://www.acquisio.com
Transparency Software,software,policy management solutions,,1/1/2004,USA,CA,SF Bay,12050000,7/1/2007,2007,2007-Q3,/company/transparency-software,http://www.transparencysoftware.com
FastScaleTechnology,software,dynamic software infrastructure,,1/1/2006,USA,CA,SF Bay,12000000,3/28/2007,2007,2007-Q1,/company/fastscaletechnology,http://www.fastscale.com
Schoolwires,software,community-management ,,1/1/2000,USA,PA,State College,12000000,1/15/2009,2009,2009-Q1,/company/schoolwires,http://www.schoolwires.com
Steek SA,software,"Online backup, storage, data management","online-storage, online-backup, online-data-management, data-management",1/1/2002,FRA,,Bordeaux Bruges Cedex,12000000,1/1/2006,2006,2006-Q1,/company/steek-sa,http://www.steek.com
SCI Marketview,software,Real smart view,"oem-marketers, torque-products",1/1/1994,CAN,,Canada - Other,12000000,10/2/2008,2008,2008-Q4,/company/sci-marketview,http://www.scimarketview.com
Medsphere Systems,software,open-source software for healthcare,,1/1/2002,USA,CA,San Diego,12000000,8/31/2009,2009,2009-Q3,/company/medsphere-systems,http://www.medsphere.com
Novafora,software, fabless semiconductor company,,1/1/2004,USA,CA,SF Bay,12000000,8/20/2007,2007,2007-Q3,/company/novafora,http://www.novafora.com
Marathon Technologies,software,disaster recovery software,,1/1/1993,USA,MA,Boston,12000000,3/26/2007,2007,2007-Q1,/company/marathon-technologies,http://www.marathontechnologies.com
Recordant,software,audio-capture technology,,1/1/2005,,,unknown,12000000,2/5/2007,2007,2007-Q1,/company/recordant,http://www.recordant.com
Vela Systems,software,mobile construction software apps,"ipad, mobile, construction, capital-projects, aeco, autodesk",1/1/2005,USA,MA,Boston,12000000,7/23/2007,2007,2007-Q3,/company/vela-systems,http://www.velasystems.com
Exeros,software,data relationship discovery,,1/1/2002,USA,CA,SF Bay,12000000,9/5/2006,2006,2006-Q3,/company/exeros,http://www.exeros.com
Axceler,software,,,1/1/1994,USA,MA,Boston,12000000,5/17/2006,2006,2006-Q2,/company/axceler,http://www.axceler.com
Archivas,software,,,,USA,MA,Boston,12000000,2/27/2006,2006,2006-Q1,/company/archivas,http://www.archivas.com
Vidient,software,recognition and video analytics software,,1/1/2003,USA,CA,SF Bay,12000000,10/18/2005,2005,2005-Q4,/company/vidient,http://www.vidient.com
Fastmobile,software,,,1/1/2003,USA,IL,Chicago,12000000,5/16/2005,2005,2005-Q2,/company/fastmobile,
Mirage Networks,software,Network Access Control Technology,,,USA,IL,Chicago,12000000,11/18/2005,2005,2005-Q4,/company/mirage-networks,http://www.miragenetworks.com
Permabit Technology,software,Storage Efficiency Technologies,,1/1/2000,USA,MA,Boston,12000000,8/30/2005,2005,2005-Q3,/company/permabit,http://www.permabit.com
Winshuttle,software,SAP data loading and extraction,,10/1/2003,USA,WA,Seattle,12000000,9/14/2010,2010,2010-Q3,/company/winshuttle,http://www.winshuttle.com
Personeta,software,Telecommunications Industry Software,,1/1/1999,USA,NJ,New York,12000000,12/5/2005,2005,2005-Q4,/company/personeta,
Spanlink Communications,software,Call Center Management Software,,1/1/1988,USA,MN,Minneapolis,12000000,7/11/2005,2005,2005-Q3,/company/spanlink-communications,http://www.spanlink.com
Right Hemisphere,software,Mapping Software,,1/1/1997,USA,CA,SF Bay,12000000,6/10/2005,2005,2005-Q2,/company/right-hemisphere,http://www.righthemisphere.com/company
OuterBay Technologies,software,Application Software,,1/1/1997,USA,CA,SF Bay,12000000,3/21/2005,2005,2005-Q1,/company/outerbay-technologies,http://www.outerbay.com
nlyte Software,software,Data Center Infrastructure Management,"data-center, data-center-infrastructure-management, dcim, green-computing, green-it, green-tech, clean--tech, data-center-cooling, data-center-power, data-center-management",1/1/2003,USA,CA,SF Bay,12000000,11/21/2010,2010,2010-Q4,/company/nlyte-software,http://www.nlyte.com
Sequent,software,TSM / Credential management,,1/1/2010,USA,CA,SF Bay,12000000,5/10/2011,2011,2011-Q2,/company/sparq-mobile-solutions,http://www.sequent.com
Digital Assent,software,Healthcare technology company,"health-care-information-technology, reputation, mobile-health",10/1/2009,USA,GA,Atlanta,12000000,6/24/2011,2011,2011-Q2,/company/digital-assent,http://www.digitalassent.com
PlanSource Holdings,software,Online Human Resources Service,,1/1/2002,USA,FL,Orlando,12000000,2/1/2012,2012,2012-Q1,/company/plansource-holdings,http://www.plansource.com
ScaleIO,software,,,,USA,CA,SF Bay,12000000,12/4/2012,2012,2012-Q4,/company/scaleio,http://www.scaleio.com
Infinio,software,Downloadable storage performance,,1/1/2011,USA,MA,Boston,12000000,1/1/2012,2012,2012-Q1,/company/infinio,http://infinio.com
C9 Inc.,software,Revenue Performance Management,"sales-forecasting, analytics, forecasting, forecasting-analytics, identify-pipeline-risks, more-accurate-forecasts",1/1/2007,USA,CA,SF Bay,12000000,9/23/2013,2013,2013-Q3,/company/c9-inc,http://www.c9inc.com
Ignite Media Solutions,software,"online, and mobile marketing solutions","toptvstuff-com, direct-response, landing-page-development, as-seen-on-tv",1/1/2003,USA,FL,Tampa,11900000,9/17/2007,2007,2007-Q3,/company/ignite-media-solutions,http://www.ignitemedia.com
Hyperformix,software,Predictive IT Management,,,USA,TX,Austin,11800000,3/3/2009,2009,2009-Q1,/company/hyperformix,http://www.hyperformix.com
Social Solutions,software,Performance management software,,1/1/2006,USA,MD,Baltimore,11750000,6/25/2008,2008,2008-Q2,/company/social-solutions,http://www.socialsolutions.com
Krossover,software,The YouTube of Sports. On steroids.,"video-indexing, film-breakdown, sports-analytics, sports-video, sports-statistics",11/26/2008,USA,NY,New York,11734330,7/1/2010,2010,2010-Q3,/company/krossover-intelligence,http://www.krossover.com
Appnomic Systems,software,Infrastructure Management Services,"itoa, it-operations-analytics, advanced-performance-analytics, apm, application-performance-management, itpa, cloud-computing, saas, enterprise-software, it-managed-services, rims, remote-infrastgructure-management",1/1/2006,USA,CA,Bangalore,11700000,1/28/2009,2009,2009-Q1,/company/appnomic,http://www.appnomic.com
Cogito,software,Drawing and Imaging Software,,1/1/1994,USA,UT,Salt Lake City,11700000,2/24/2005,2005,2005-Q1,/company/cogito,http://www.cogitoinc.com
Ginger Software,software,#1 Proofreader in English,,1/1/2007,USA,MA,Boston,11700000,2/28/2012,2012,2012-Q1,/company/ginger-software,http://www.gingersoftware.com
The Multiverse Network,software,game technology platform,"massivelymultiplayeronlinegames, mmog, virtualworlds",7/1/2004,USA,CA,SF Bay,11600000,5/1/2007,2007,2007-Q2,/company/the-multiverse-network,http://www.multiverse.net
Motion Computing,software,,,1/1/2001,USA,TX,Austin,11599995,12/23/2008,2008,2008-Q4,/company/motion-computing,http://www.motioncomputing.com
Innotas,software,,"ppm, project-portfolio-management, project-management",1/1/2000,USA,CA,SF Bay,11500000,9/18/2006,2006,2006-Q3,/company/innotas,http://www.innotas.com
BOLT Solutions,software,A better way to choose and buy insurance,,1/1/2000,USA,NY,New York,11500000,8/11/2006,2006,2006-Q3,/company/bolt-solutions,http://www.boltinc.com
Cranite Systems,software,,,1/1/2000,USA,CA,SF Bay,11500000,6/27/2006,2006,2006-Q2,/company/cranite-systems,
CITTIO,software,,,,USA,CA,SF Bay,11500000,3/29/2006,2006,2006-Q1,/company/cittio,http://www.cittio.com
InstallFree,software,,"virtualization, remote-access",1/1/2006,ISR,,Raanana,11499997,8/11/2008,2008,2008-Q3,/company/installfree,http://www.installfree.com
Visual Networks,software,,,1/1/1993,USA,MD,Washington DC,11425000,8/5/2005,2005,2005-Q3,/company/visual-networks,
MixCommerce,software,Online branding,,1/1/2007,FRA,,Paris,11420000,6/10/2008,2008,2008-Q2,/company/mix-commerce,http://www.mixcommerce.com
Double-Take Software Canada,software,,,1/1/1994,CAN,,Montreal,11310000,1/25/2005,2005,2005-Q1,/company/double-take-software-canada,http://www.timespring.com
Rapt,software,Yield management software,,,USA,CA,SF Bay,11230000,1/24/2006,2006,2006-Q1,/company/rapt,http://rapt.com
Total Immersion,software,,"3d-imaging, augmented-video, virtual-reality",1/1/1999,FRA,,Paris,11220000,5/11/2006,2006,2006-Q2,/company/total-immersion,http://www.t-immersion.com
Lagan Technologies,software,,,1/1/1994,IRL,,Co. Antrim,11210000,6/1/2006,2006,2006-Q2,/company/lagan,http://www.lagan.com
GenomeQuest,software,Sequence Data Management,,1/1/2001,USA,MA,Boston,11200000,11/1/2005,2005,2005-Q4,/company/genomequest,http://www.genomequest.com
Meteor,software,,,,USA,CA,SF Bay,11200000,7/25/2012,2012,2012-Q3,/company/meteor,http://meteor.com
Memeo,software,Data management Saas company,,1/1/2003,USA,CA,SF Bay,11100000,1/1/2007,2007,2007-Q1,/company/memeo,http://www.memeo.com
BEZ Systems,software,,,1/1/1983,USA,MA,Boston,11100000,9/18/2006,2006,2006-Q3,/company/bez-systems,http://www.bez.com
Logentries,software,Proactive log management,"ireland, log-management",8/1/2010,IRL,,Dublin,11100000,7/17/2012,2012,2012-Q3,/company/logentries,https://logentries.com
Involver,software,Social Marketing Platform,"facebook, facebook-pages, social-marketing",1/1/2007,USA,CA,SF Bay,11040000,10/14/2010,2010,2010-Q4,/company/involver,http://www.involver.com
xkoto,software,Data replication and virtualization,,1/1/2005,USA,MA,Boston,11035000,11/6/2007,2007,2007-Q4,/company/xkoto,http://www.xkoto.com
Acronis,software,,"data-backup, online-storage, computer-backup, disaster-recovery",1/1/2002,USA,MA,Boston,11000000,1/1/2004,2004,2004-Q1,/company/acronis,http://www.acronis.com
Rohati Systems,software,,,,USA,CA,SF Bay,11000000,3/5/2007,2007,2007-Q1,/company/rohati-systems,http://www.rohati.com
Bomgar,software,Enterprise Remote Support Software,"remote-support, remote-control, remote-access, helpdesk, remote-desktop-control, service-desk",9/1/2003,USA,MS,Ridgeland,11000000,10/17/2005,2005,2005-Q4,/company/bomgar,http://www.bomgar.com
Integral Development Corp.,software,Electronic Foreign Exchange Platform,electronic-foreign-exchange-trading-white-label-fx-platform,1/1/1993,SGP,,Singapore,11000000,6/1/2009,2009,2009-Q2,/company/integral-development-corp,http://www.integral.com
MD-IT,software,medical documentation services &software,"medical-documentation, medical-transcription, front-end-speech-recognition, electronic-medical-records, medical-data-exchange",1/1/2000,USA,CO,Denver,11000000,1/12/2009,2009,2009-Q1,/company/md-it,http://www.md-it.com
GigaTrust,software,,,,USA,VA,Washington DC,11000000,9/29/2008,2008,2008-Q3,/company/gigatrust,http://www.gigatrust.com
DepotPoint,software,Real Estate Market Software,,1/1/2005,USA,WA,Seattle,11000000,7/7/2008,2008,2008-Q3,/company/depotpoint,http://www.depotpoint.com
uLocate Communications,software, location enabled applications,,1/1/2002,USA,MA,Boston,11000000,5/16/2007,2007,2007-Q2,/company/ulocate-communications,http://www.ulocate.com
Loyalty Lab,software,CRM solutions,,1/1/2003,USA,CA,SF Bay,11000000,6/28/2007,2007,2007-Q2,/company/loyalty-lab,http://loyaltylab.com
GigaSpaces Technologies,software,application platforms for Java,"application-server, data-grid, in-memory-data-grid, enterprise-middleware, high-availability-server, low-latency, scalability, dynamic-scalability, elastic-middleware, application-server-scalability, saas-enablement, multi-tenancy",1/1/2000,USA,NY,New York,11000000,2/1/2007,2007,2007-Q1,/company/gigaspaces-technologies,http://www.gigaspaces.com
Kasenna,software,,IPTV-VOD-Video-On-Demand-MPEG-television,,USA,CA,SF Bay,11000000,2/7/2006,2006,2006-Q1,/company/kasenna,http://www.kasenna.com
Construction Software Technologies,software,,,1/1/1993,USA,OH,Cincinnati,11000000,12/1/2006,2006,2006-Q4,/company/construction-software-technologies,http://www.isqft.com
SOA Software,software,API Management and SOA Governance,"soa-governance, soa-software, api-management, soa, api",1/1/1998,USA,CA,Los Angeles,11000000,6/12/2006,2006,2006-Q2,/company/soa-software,http://www.soa.com
NeoPath Networks,software,,,1/1/2002,USA,CA,SF Bay,11000000,5/22/2006,2006,2006-Q2,/company/neopath-networks,http://cisco.com
Kace networks,software,Computer system management appliances,,1/1/2003,USA,CA,SF Bay,11000000,5/22/2006,2006,2006-Q2,/company/kace,http://www.kace.com
Sprout Social,software,Social Media Management & Engagement,"social-media-platform, social-media-engagement, social-media, twitter, facebook, google, linkedin, google-analytics, social-media-scheduling",1/1/2010,USA,IL,Chicago,11000000,5/13/2010,2010,2010-Q2,/company/sprout-social,http://sproutsocial.com
OpenClovis,software,,,,USA,CA,SF Bay,11000000,6/8/2005,2005,2005-Q2,/company/openclovis,http://www.openclovis.com
Digital Harbor,software,Enterprise Data Management,,1/1/1997,USA,VA,Washington DC,11000000,7/29/2005,2005,2005-Q3,/company/digital-harbor,http://www.dharbor.com/indexChange.html
Fieldglass,software,,,11/12/1999,USA,IL,Chicago,11000000,1/18/2005,2005,2005-Q1,/company/fieldglass,http://www.fieldglass.com
Varolii,software,proactive outbound communications,,1/1/1999,USA,WA,Seattle,11000000,7/26/2011,2011,2011-Q3,/company/varolii,http://www.varolii.com
ChinaNetCenter,software,,,1/1/2000,CHN,,Beijing,10970000,10/28/2008,2008,2008-Q4,/company/chinanetcenter,http://www.chinanetcenter.com
Rhapso,software,Packaging Software Developer,,1/1/2000,FRA,,Paris,10963000,5/29/2008,2008,2008-Q2,/company/rhapso,http://www.rhapso.com
Filao,software,java based mobile games,,1/1/2000,FRA,,Paris,10900000,3/28/2008,2008,2008-Q1,/company/filao,http://www.filaomobile.com
eyeSight Mobile Technologies,software,Gesture Recognition technology,"geature-recognition, touch-free, motion-control, hand-gestures, software",1/1/2005,ISR,,Herzeliya,10900000,11/22/2011,2011,2011-Q4,/company/eyesight-mobile-technologies,http://www.eyeSight-tech.com
VendAsta,software,,"steprep, mashedin",1/1/2008,CAN,,Saskatoon,10886362,8/11/2008,2008,2008-Q3,/company/vendasta,http://www.vendasta.com
Optify,software,Digital Marketing Software,"b2b-marketing, lead-generation, twitter-for-business, tracking-twitter, free-marketing-software, seo, search-engine-optimization, seo-software, lead-intelligence, inbound-marketing, demand-generation-software",8/8/2008,USA,WA,Seattle,10849999,10/10/2008,2008,2008-Q4,/company/optify,http://www.optify.net
dotCloud,software,Cloud application platform.,"cloud, paas, python, node-js, mongodb, y-combinator, dotcloud",1/1/2008,USA,CA,SF Bay,10800000,2/28/2011,2011,2011-Q1,/company/dotcloud,http://www.dotcloud.com
KISSmetrics,software,Customer Analytics,"analytics, web-analytics, marketing, business-itelligence",5/1/2008,USA,CA,SF Bay,10800000,7/18/2013,2013,2013-Q3,/company/kiss-metrics,http://kissmetrics.com
Open Kernel Labs,software,Software for intelligent devices,"enterprise, mobile-virtualisation, technexus",1/1/2006,USA,IL,Chicago,10764323,1/15/2009,2009,2009-Q1,/company/open-kernel-labs,http://www.ok-labs.com
Xangati,software,Infrastructure Performance Management,"virtualization, netflow, broadband, sla, security, network",1/1/2006,USA,CA,SF Bay,10700000,9/24/2007,2007,2007-Q3,/company/xangati,http://www.xangati.com
Stratavia,software,Data Center Automation solutions,"software, automation, database-automation, run-book-automation, data-center-automation, denver, start-up, gartner-cool-vendor",1/1/2001,USA,CO,Denver,10700000,7/25/2007,2007,2007-Q3,/company/stratavia,http://www.stratavia.com
Q-Layer,software,Datacenter Management,data-centers,1/1/2005,BEL,,Lochristi,10669070,5/30/2006,2006,2006-Q2,/company/q-layer,http://qlayer.com
Rostima,software,workforce management solutions,,1/1/2001,GBR,,London,10640784,3/3/2007,2007,2007-Q1,/company/rostima,http://www.rostima.com
InfoNow,software,channel performance optimization,,,,,unknown,10604657,7/6/2009,2009,2009-Q3,/company/infonow,http://www.infonow.com
OnePIN,software,social address books,mobile-address-book,1/1/2002,USA,MA,Boston,10600000,6/7/2007,2007,2007-Q2,/company/onepin,http://www.onepin.com
Humagade,software,,,1/1/2002,CAN,,Quebec,10600000,10/10/2006,2006,2006-Q4,/company/humagade,
Vivonet,software,SaaS Software as service provider,"software, technology, saas, pos, point-of-sale, restaurant-pos",1/1/1999,CAN,,Burnaby,10550000,11/30/2005,2005,2005-Q4,/company/vivonet,http://www.vivonet.com
SparkBase,software,stored value processing network,"gift-cards, loyalty-cards, stored-value-cards, e-cash, alternative-payments, electronic-payments",10/1/2004,USA,OH,Cleveland,10525040,6/8/2011,2011,2011-Q2,/company/sparkbase,http://sparkbase.com
Trema Group,software,Management Software,,1/1/1992,GBR,,London,10510000,3/3/2005,2005,2005-Q1,/company/trema-group,
Affinnova,software,Marketing Technology and Software,"innovation, optimization, advertising, design, marketing, predictive-analytics, creativity",1/1/2000,USA,MA,Boston,10500000,7/9/2003,2003,2003-Q3,/company/affinnova,http://www.affinnova.com
Attunity,software,,,,USA,MA,Boston,10500000,6/1/2004,2004,2004-Q2,/company/attunity,http://www.attunity.com
Motionsoft,software,"fitness, gym, and recreation software",,1/1/1985,USA,MD,Washington DC,10499999,8/31/2010,2010,2010-Q3,/company/motionsoft,http://www.motionsoft.net
eCommera,software,ecommerce  and analytics,,1/1/2007,GBR,,London,10410000,9/21/2009,2009,2009-Q3,/company/ecommera,http://www.ecommera.com
Teranode,software,Healthcare Software,,1/1/2002,USA,WA,Seattle,10400000,9/12/2005,2005,2005-Q3,/company/teranode,http://www.teranode.com/index.php
Verient,software,Payment Software,,,USA,CA,SF Bay,10379997,11/7/2006,2006,2006-Q4,/company/verient,http://verient.com
Realtime Technology,software,,,1/1/1999,DEU,,Munich,10354400,1/13/2008,2008,2008-Q1,/company/realtime-technology,http://www.rtt.ag
DNN Corp,software,Software and Solutions Provider,"dotnetnuke, dnn, open-source, web-application, web-application-framework",9/1/2006,USA,CA,SF Bay,10338000,11/21/2008,2008,2008-Q4,/company/dotnetnuke-corporatio,http://www.dnnsoftware.com
Granicus,software,Government Cloud Computing,"government-transparency, cloud-platform, cloud-computing, government-technology, webcasting, streaming-video, collaboration, agenda-management",12/1/1999,USA,CA,SF Bay,10300800,1/16/2008,2008,2008-Q1,/company/granicus,http://www.granicus.com
Ensenda,software,Powering Last Mile Logtics,"ensenda, logistics, cloud, saas, transportation, supplychain",1/1/2001,USA,CA,SF Bay,10300000,1/31/2008,2008,2008-Q1,/company/ensenda-inc,http://www.ensenda.com
Elitecore Technologies,software,,,,USA,MA,Boston,10300000,6/19/2007,2007,2007-Q2,/company/elitecore-technologies,http://elitecore.com
Mirapoint Software,software,eMail security and archiving,,1/1/1997,USA,CA,SF Bay,10300000,9/20/2005,2005,2005-Q3,/company/mirapoint-software,http://www.mirapoint.com
YDreams - Informática,software,,,1/1/2000,PRT,,MONTE DA CAPARICA,10257800,1/20/2006,2006,2006-Q1,/company/ydreams-informtica,http://www.ydreams.com
CrownPeak,software,content management,,1/1/2001,USA,CA,Los Angeles,10250000,6/1/2008,2008,2008-Q2,/company/crownpeak,http://www.crownpeak.com
Vhayu Technologies,software,data solutions,,1/1/1998,USA,CA,SF Bay,10250000,3/17/2005,2005,2005-Q1,/company/vhayu-technologies,http://www.vhayu.com
Invincea,software,,,,USA,VA,Washington DC,10249992,11/29/2011,2011,2011-Q4,/company/invincea,http://www.invincea.com
SkyRecon Systems,software,system and data security solutions,,1/1/2003,FRA,,Paris,10230000,3/12/2007,2007,2007-Q1,/company/skyrecon-systems,http://www.skyrecon.com
CareCam Health Systems,software,,,,USA,SC,Greenville,10200000,5/8/2012,2012,2012-Q2,/company/carecam-health-systems,http://www.carecamhealthsystems.com
Contatta,software,,,1/1/2011,USA,AZ,Phoenix,10189773,7/22/2013,2013,2013-Q3,/company/contatta-inc,http://contatta.com
Convio,software,on-demand software,,1/1/1999,USA,TX,Austin,10150000,5/16/2007,2007,2007-Q2,/company/convio,http://www.convio.com
Action Products International,software,google+ cloud services provider,"google, cloud, consulting",,USA,NY,New York,10150000,5/10/2012,2012,2012-Q2,/company/action-products-international,http://www.apii.com
Demandforce,software,Consumer demand creation for SMBs,,1/1/2003,USA,CA,SF Bay,10119801,1/1/2010,2010,2010-Q1,/company/demandforce,http://www.demandforce.com
M-Factor,software,Investment analytics software,saas,1/1/2003,USA,CA,SF Bay,10100000,6/14/2007,2007,2007-Q2,/company/m-factor,http://www.m-factor.com
Nextance,software,,,1/1/2000,USA,TX,Austin,10100000,5/3/2006,2006,2006-Q2,/company/nextance,http://www.nextance.com
Brabeion Software,software,IT software,,1/1/1990,,,unknown,10100000,12/4/2006,2006,2006-Q4,/company/brabeion-software,http://www.brabeion.com
PanTerra Networks,software,,,1/1/2001,USA,CA,SF Bay,10019869,4/18/2007,2007,2007-Q2,/company/panterra-networks,http://www.panterranetworks.com
SintecMedia,software,,,,USA,NY,New York,10001589,4/10/2006,2006,2006-Q2,/company/sintecmedia,http://www.sintecmedia.com
Gridstone Research,software,Reasearch platform provider,,,USA,CA,SF Bay,10000000,4/4/2008,2008,2008-Q2,/company/gridstone-research,http://www.gridstoneresearch.com
Fortisphere,software,virtualization management (VM) software,"vm-management, esx-server, virtualization, virtual-machine, sprawl-management, vm-discovery, vm-assessment",1/1/2006,USA,VA,Washington DC,10000000,11/19/2007,2007,2007-Q4,/company/fortisphere,http://www.fortisphere.com
Appian,software,Enterprise Software Company,"bpm, cloud, mobile, social, social-business, worksocial, enterprise-software, soa, collaboration, web-applications, process, ajax, java",1/1/1999,USA,VA,Washington DC,10000000,7/21/2008,2008,2008-Q3,/company/appian,http://www.appian.com
Likewise Software,software,identity management,"open-source, identity-management, security, active-directory, access-control, single-sign-on",11/1/2004,USA,WA,Seattle,10000000,4/30/2009,2009,2009-Q2,/company/likewise-software,http://www.likewise.com
Ryma Technology Solutions,software,Product Management Software Solutions,"product-investment-management, product-management, product-management-software, innovation-management, product-portfolio-management, requirements-management, strategy",6/1/2000,CAN,,Montreal,10000000,8/15/2008,2008,2008-Q3,/company/ryma,http://www.rymatech.com
Paylocity,software,Payroll Services and Software,,1/1/1997,USA,IL,Chicago,10000000,5/16/2008,2008,2008-Q2,/company/paylocity,http://www.paylocity.com
WebLayers,software,Services for IT Architecture,"governance, automated-governance, soa",1/1/2002,USA,MA,Boston,10000000,7/16/2007,2007,2007-Q3,/company/weblayers,http://www.weblayers.com
ITM Software,software,business management solutions,,1/1/2001,USA,CA,SF Bay,10000000,8/20/2007,2007,2007-Q3,/company/itm-software,http://itm-software.com
Interface21,software,JAVA infastrucutre software,,,USA,CA,SF Bay,10000000,5/11/2007,2007,2007-Q2,/company/interface21,http://spring.io
Phurnace Software,software,Java EE configuration,"java-ee, software-configuration",1/1/2007,USA,TX,Austin,10000000,7/1/2008,2008,2008-Q3,/company/phurnace-software,http://www.bmc.com/products/product-listing/bmc-bladelogic-appli
Exari Systems,software,Contract Automation Software,,1/1/1999,AUS,,Melbourne,10000000,4/22/2008,2008,2008-Q2,/company/exari-systems,http://www.exari.com
X1 Technologies,software,"Enterprise, Email, Application Search",,1/1/2003,USA,CA,Los Angeles,10000000,5/28/2009,2009,2009-Q2,/company/x1-technologies,http://www.x1.com
Metaforic,software,Security Software ,,1/1/2006,GBR,,Glasgow,10000000,10/1/2008,2008,2008-Q4,/company/metaforic,http://www.metaforic.com
Impeva,software,asset management & tracking for shipping,"asset-management-optimization-products, shippers, global-sentinel-unit",1/1/2004,USA,CA,SF Bay,10000000,11/3/2008,2008,2008-Q4,/company/impeva,http://www.impeva.com
