company_name,company_category,description,tag_list,founded_at,country,state,region,funding_total_usd,funded_at,funded_year,funded_quarter,cb_url,homepage_url
SurveyMonkey,software,Online Survey Builder,"surveys, survey-builder, information-gathering",1/1/1999,USA,CA,SF Bay,964999998,4/20/2009,2009,2009-Q2,/company/surveymonkey,http://www.surveymonkey.com
VMware,software,Virtualization Software,,1/1/1998,USA,CA,SF Bay,368500000,7/30/2007,2007,2007-Q3,/company/vmware,http://www.vmware.com
SunGard,software,Enterprise Software,,1/1/1982,USA,PA,Philadelphia,316000000,8/21/2009,2009,2009-Q3,/company/sungard,http://www.sungard.com
Highwinds,software,,cdn,1/1/2002,USA,FL,Orlando,311800000,3/11/2008,2008,2008-Q1,/company/highwinds,http://www.highwinds.com
Spotify,software,Music streaming,"music-streaming, streaming, music, cloud",1/1/2006,LUX,,Luxembourg,287779080,10/1/2008,2008,2008-Q4,/company/spotify,http://www.spotify.com
Dropbox,software,"Always have your stuff, wherever you are","techcrunch50, tc50, file-storage",6/1/2007,USA,CA,SF Bay,257200000,9/1/2007,2007,2007-Q3,/company/dropbox,http://www.dropbox.com
P2 Energy Solutions,software,Energy Data Oil Gas exploration,,1/1/1979,USA,CO,Denver,250000000,6/17/2008,2008,2008-Q2,/company/p2-energy-solutions,http://www.p2energysolutions.com
Xero,software,online accounting system,"online-accounting, accounting-software, small-business-accounting, cloud-accounting, bookkeeping, financial, invoicing, business, money, saas, banking, collaboration, crm, payroll-software, personal-finance, mobile-accounting",7/1/2006,NZL,,Wellington,244195300,11/29/2012,2012,2012-Q4,/company/xero,http://xero.com
ExactTarget,software,on-demand email marketing,"email-marketing, marketing-automation",12/1/2000,USA,IN,Indianapolis,238209999,5/6/2009,2009,2009-Q2,/company/exacttarget,http://www.exacttarget.com
"MongoDB, Inc.",software,Leading NoSQL Database,"cloud-computing, paas, platform-as-a-service, cloud, nosql, mongodb, open-source",11/1/2007,USA,NY,New York,231100000,7/21/2008,2008,2008-Q3,/company/mongodb-inc,http://www.mongodb.com
SolarWinds,software,Network Management Software,,1/1/1999,USA,TX,Austin,217500000,2/5/2007,2007,2007-Q1,/company/solarwinds,http://www.solarwinds.com
ACTIVE Network,software,Cloud-based activity & participant mgmt,,8/1/1999,USA,CA,San Diego,213900000,9/1/1999,1999,1999-Q3,/company/activenetwork,http://www.ACTIVEnetwork.com
1C Company,software,,"gaming, video-games",1/1/1991,RUS,,Moscow,200000000,10/3/2011,2011,2011-Q4,/company/1c-company,http://1c.ru/eng
Xand,software,,,1/1/1999,USA,NY,New York,200000000,9/12/2013,2013,2013-Q3,/company/xand,http://xand.com
SilkRoad Technology,software,Social Talent Management Software,"talent-management, social-talent-management, hr-software, human-resources-software, onboarding, recruiting, performance-management, learning-management, hrms, hris, social-collaboration",1/1/2003,USA,IL,Chicago,178000000,1/1/2003,2003,2003-Q1,/company/silkroad-technology,http://www.silkroad.com
New Relic,software,SaaS Application Performance Management,"cloud, saas, application-performance-management",2/1/2008,USA,CA,SF Bay,174500000,4/1/2008,2008,2008-Q2,/company/new-relic,http://newrelic.com
Celframe,software,Product Software Company,"office-suite, free-anti-virus, arun-pudur, security, software, erp, crm, mobile, tablet, os, alternative, free-av, download-manager, microsoft-office, windows, iphone, blackberry, android, live-chat, marketing, salesforce, accounting, contact-manager",10/9/1998,MYS,,Kuala Lumpur,173000000,2/19/2005,2005,2005-Q1,/company/celframe,http://www.celframe.com
"SevOne, Inc.",software,Network Performance Management,"network-monitoring, network-performance-management, snmp, ip-sla, wmi, netflow, sflow, flexible-netflow",1/1/2005,USA,DE,Willmington,152000000,4/22/2009,2009,2009-Q2,/company/sevone,http://www.sevone.com
Lithium Technologies,software,Social Customer Experience Software,"social-customer-suite, social-customers, social-success, community, social-crm, customer-network, online-communities, customer-communities, social-customer-experience",8/6/2001,USA,CA,SF Bay,142400000,4/17/2007,2007,2007-Q2,/company/lithiumtechnologies,http://www.lithium.com
Cvent,software,Online Event Registration Software,"cvent, event-management, online-event-registration, web-surveys, strategic-meeting-management, sourcing",1/30/1999,USA,VA,Washington DC,136911999,7/20/2011,2011,2011-Q3,/company/cvent,http://www.cvent.com
Nintex,software,software products,,1/1/2005,USA,WA,Seattle,135000000,3/27/2013,2013,2013-Q1,/company/nintex-usa,http://www.nintex.com
SugarCRM,software,CRM software company,"crm, opensource",4/1/2004,USA,CA,SF Bay,134781309,1/1/2008,2008,2008-Q1,/company/sugarcrm,http://sugarcrm.com
Bazaarvoice,software,Word of mouth marketing,"bazaarvoice, ecommerce, ugc, wom, reviews, social-commerce, web-2-0, community, social-networking, social-media, product-reviews, customer-reviews, user-generated-qa, user-generated-content, saas",5/1/2005,USA,TX,Austin,130552663,5/1/2006,2006,2006-Q2,/company/bazaarvoice,http://www.bazaarvoice.com
HubSpot,software,marketing application,lead-generation,6/9/2006,USA,MA,Boston,130519802,9/1/2007,2007,2007-Q3,/company/hubspot,http://www.hubspot.com
Zendesk,software,customer service solution,"saas, helpdesk, support, customer-support, helpdesk-2-0, customer-service, christoph-janz, denmark, copenhagen, danish",10/5/2007,USA,CA,SF Bay,130500000,5/6/2009,2009,2009-Q2,/company/zendesk,http://zendesk.com
Zuora,software,Subscription billing and management,"subscription-economy, saas, subscriptions, recurring-billing, cloud-commerce, payments, facebook, subscription-billing",1/1/2007,USA,CA,SF Bay,127500000,3/13/2008,2008,2008-Q1,/company/zuora,http://www.zuora.com
Anaqua,software,,,,USA,MA,Boston,125000000,7/17/2013,2013,2013-Q3,/company/anaqua,http://anaqua.com
Domo,software,,"bi, business-intelligence, saas, utah, dashboard",7/13/2011,USA,UT,Salt Lake City,123000000,7/13/2011,2011,2011-Q3,/company/domo,http://www.domo.com
INVIDI Technologies,software,software applications,,1/1/2000,USA,NJ,Princeton,117250000,12/13/2007,2007,2007-Q4,/company/invidi-technologies,http://invidi.com
DocuSign,software,web-based electronic signature,"electronicsignature, esignature",1/1/2003,USA,WA,Seattle,115549498,4/1/2006,2006,2006-Q2,/company/docusign,http://docusign.com
Tendril,software,Home Energy Management,,1/1/2004,USA,CO,Denver,111190000,3/31/2008,2008,2008-Q1,/company/tendril,http://www.tendrilinc.com
Marketo,software,Marketing Automation Software,"b2b-marketing, lead-generation, optimization, analytics, marketing-automation-software, lead-management, revenue-performance-management, demand-generation, lead-nurturing",1/1/2006,USA,CA,SF Bay,108400000,10/1/2006,2006,2006-Q4,/company/marketo,http://www.marketo.com
Silversky,software,,,1/1/1997,USA,CT,Milford,108000000,8/23/2007,2007,2007-Q3,/company/silversky,http://silversky.com
iPipeline,software,Sales Distribution Software,,10/29/1995,USA,PA,Philadelphia,104434998,6/2/2008,2008,2008-Q2,/company/internet-pipeline,http://www.ipipeline.com
FleetCor Technologies,software,,,,USA,GA,Atlanta,100000000,4/8/2009,2009,2009-Q2,/company/fleetcor-technologies,http://www.fleetcor.com
Phase III Development,software,Engineering company,development-technologies-software-solutions-superior-quality,,CAN,,Calgary,100000000,1/5/2010,2010,2010-Q1,/company/phase-iii-development,http://phase3development.com
ITA Software,software,,,1/1/1996,USA,MA,Boston,100000000,1/23/2006,2006,2006-Q1,/company/ita-software,http://www.itasoftware.com
AVAST Software,software,,,1/1/1988,CZE,,Prague,100000000,8/23/2010,2010,2010-Q3,/company/avast,http://www.avast.com
GitHub,software,Social Coding,"git-rails-hosting, software-collaboration, software-repository, paste-site",2/29/2008,USA,CA,SF Bay,100000000,7/9/2012,2012,2012-Q3,/company/github,http://github.com
MAYKOR,software,,,1/1/2000,RUS,,Moscow,100000000,8/27/2013,2013,2013-Q3,/company/maykor,http://maykor.com
Calxeda,software,,,1/1/2008,USA,TX,Austin,99750000,10/9/2012,2012,2012-Q4,/company/calxeda,http://www.calxeda.com
Radialpoint,software,Internet Security and Support Services,"security, value-added-services, isp, support",1/1/1997,CAN,,Montreal,98000000,9/23/2008,2008,2008-Q3,/company/radialpoint,http://www.radialpoint.com
picoChip,software,Signal processing chip developer,femtocell,1/1/2000,GBR,,Bath,96500000,11/18/2009,2009,2009-Q4,/company/picochip,http://www.picochip.com
TOA Technologies,software,Field Service Management Software,"customer-appointment-management, field-service-management, mobile-workforce-management, saas, enterprise-software",1/1/2003,USA,OH,Cleveland,96200000,6/3/2008,2008,2008-Q2,/company/toa-technologies,http://toatech.com
Inside Secure.,software,open-standard contactless payment,,1/1/1995,FRA,,Aix en Provence,94734880,12/11/2007,2007,2007-Q4,/company/inside-secure-2,http://www.insidesecure.com
Revolucionadolabs,software,LLC,"apps, software, proyect",2/5/2010,USA,CA,SF Bay,94000100,2/5/2013,2013,2013-Q1,/company/revolucionadolabs,http://nextcu.be
Kno,software,Education Software Company,"education-software, digital-textbooks, etextbooks, ebooks, college-ebooks, textbooks-for-ipad",5/1/2009,USA,CA,SF Bay,93760096,5/1/2009,2009,2009-Q2,/company/kno,http://kno.com
FleetMatics,software,GPS Fleet Tracking,"gps-tracking, fleet-management-solution, fleet-tracking-software, telematics, truck-tracking, gps-tracking-solution",10/22/2004,USA,IL,Chicago,93000000,8/10/2008,2008,2008-Q3,/company/fleetmatics,http://www.fleetmatics.com
Telogis,software,Location Intelligence Platform,"saas, cloud-based, location-intelligence, fleet, routing, commercial-navigation, gps, fleet-management, enterprise-solution, enterprise-software, oil-and-gas, trucking, beverage-delivery, navigation, mobile-integration, telematics, work-order-management",3/1/2001,USA,CA,Los Angeles,93000000,10/1/2013,2013,2013-Q4,/company/telogis,http://www.telogis.com
Move Networks,software,IPTV Middleware Developer,"contentdelivery, cdn, streamingvideo, streaming",,USA,CA,Los Angeles,91300000,12/1/2006,2006,2006-Q4,/company/movenetworks,http://www.movenetworks.com
Intelliden,software,Intelligent Networking Software Solution,"network-configuratin-and-change-management, discovery-and-reconciliation, r-series-platform, policy-based-compliance-management",1/1/2000,USA,CA,SF Bay,91000000,5/22/2007,2007,2007-Q2,/company/intelliden,http://www.intelliden.com
Proteus Digital Health,software,Wirelessly connected in-body diagnostics,,,USA,CA,SF Bay,87949979,5/1/2013,2013,2013-Q2,/company/proteus-biomedical,http://www.proteusdigitalhealth.com
eCircle,software,Direct eMail Marketing ,"email-marketing, direct-email",1/1/1999,DEU,,Munich,87168000,1/11/2010,2010,2010-Q1,/company/ecircle,http://www.ecircle.com
AppDynamics,software,Application Performance Management ,"application-performance-management, apm",1/1/2008,USA,CA,SF Bay,86500000,5/3/2010,2010,2010-Q2,/company/appdynamics,http://www.appdynamics.com
Coaxis,software,,,1/1/2004,USA,OR,Portland,86000000,2/2/2010,2010,2010-Q1,/company/coaxis,http://www.coaxis.net
Aconex,software,Project information management solutions,"construction, engineering, collaboration, online-project-collaboration, project-information-management, bim, mobile, big-data, field-issues-management, om-manuals-handover, interface-management",1/1/2000,USA,CA,SF Bay,85000000,9/23/2008,2008,2008-Q3,/company/aconex,http://www.aconex.com
"2nd Story Software, Inc.",software,Personal Tax Preparation Software,"taxes, online-tax-preparation, tax-software, personal-taxes, small-business-taxes",2/15/1998,USA,IA,Cedar Rapids,85000000,3/30/2005,2005,2005-Q1,/company/2nd-story-software-inc,http://www.taxact.com
Adaptive Planning,software,Business Performance Management,,4/1/2003,USA,CA,SF Bay,84500000,3/1/2007,2007,2007-Q1,/company/adaptive-planning,http://www.adaptiveplanning.com
Incipient,software,Enterprise Data Storage,"data, enterprise-software, mobile-data, san-storage-virtualization",1/1/2001,USA,MA,Boston,83700000,2/20/2008,2008,2008-Q1,/company/incipient-inc,http://www.incipient.com
Mimecast,software,Email managment,"email-management, email",1/1/2003,GBR,,London,83000000,1/25/2010,2010,2010-Q1,/company/mimecast,http://www.mimecast.com
Lyft,software,Your friend with a carô,"community, commuting, rides, cities, campus, p2p, mesh, share-economy, collaborative-consumption, ride-sharing",1/1/2007,USA,CA,SF Bay,82500000,6/1/2009,2009,2009-Q2,/company/lyft,http://lyft.me
Nexant,software,Energy Software and Consulting Firm,,1/1/2000,USA,CA,SF Bay,82500000,9/21/2010,2010,2010-Q3,/company/nexant,http://www.nexant.com
BTI Systems,software,Network Infrastructure solutions,"packet-optical-networking, application-aware, mobile-backhaul, ethernet-business-services",1/1/2000,CAN,,Ottawa Ontario,81148271,11/6/2008,2008,2008-Q4,/company/bti-photonic-systems,http://www.btisystems.com
Access UK,software,,"accounting-software, business-software, advice, finance",,GBR,,Essex,80157014,3/30/2011,2011,2011-Q1,/company/access-uk,http://www.theaccessgroup.com
Veracity Payment Solutions,software,,,,USA,GA,Atlanta,80000000,3/28/2012,2012,2012-Q1,/company/veracity-payment-solutions,http://www.veracitypayments.com
Big Switch Networks,software,,,1/1/2010,USA,CA,SF Bay,76250000,4/22/2011,2011,2011-Q2,/company/big-switch-networks,http://www.bigswitch.com
BPL Global,software,software solutions,"broadband, global, bpl, communications, solutions, services, electric-utilities",1/1/2004,USA,PA,Pittsburg,75099969,8/5/2008,2008,2008-Q3,/company/bpl-global,http://www.bplglobal.net
Global Data Solutions,software,,,1/1/2000,CHN,,Chaoyang District Beijing,75000000,8/1/2008,2008,2008-Q3,/company/global-data-solutions,http://www.gds-china.com
Digital China Information Technology Services Company,software,,,1/1/2008,CHN,,Haidian District,73140000,9/2/2008,2008,2008-Q3,/company/digital-china-information-technology-services-company,http://www.digitalchina.com.hk
redIT,software,,,1/1/1996,USA,CA,San Diego,72000000,8/21/2013,2013,2013-Q3,/company/redit,http://us.redit.com
Teradici,software,Inventors of PCoIP solutions,,1/1/2004,CAN,,Burnaby,71751087,4/7/2009,2009,2009-Q2,/company/teradici,http://www.teradici.com
Infusionsoft,software,Sales and Marketing Software,"small-business-crm, small-business, marketing-automation-software, crm, lead-conversion, clate-mask, online-marketing, drip-marketing, email-marketing, small-business-marketing-software, marketing-automation, phoenix, arizona",3/1/2001,USA,AZ,Phoenix,70900000,10/17/2007,2007,2007-Q4,/company/infusionsoft,http://www.infusionsoft.com
Interact Public Safety,software,Public Safety & Homeland Security,"public-safety, homeland-security, law-enforcement, computer-aided-dispatch, records-management-software, pocketcop, jailtracker, jail-management-software, maps, gis",6/1/1975,USA,NC,Winston Salem,70202607,11/19/2008,2008,2008-Q4,/company/interact-public-safety-systems,http://www.interact911.com
BridgeCo,software,processor IC and software platforms,"audio, applications, home, networking, consumer-electronics, media, avr, dmp",,CHE,,Duebendorf,69500000,1/1/2007,2007,2007-Q1,/company/bridgeco,http://www.bridgeco.net
Jive Software,software,Social Business Software,"jivesoftware, clearspace, collaborationsoftware, openfire, forumsoftware, social, sharepoint, socialproductivity, wiki",2/7/2001,USA,CA,SF Bay,69426794,8/1/2007,2007,2007-Q3,/company/jive-software,http://www.jivesoftware.com
Kaltura,software,Open Source Video Platform,"kaltura, video, collaborative, media, videowiki, wiki, mashup, open-source, video-platform, remix, video-editing, php, drupal, cms",10/1/2006,USA,NY,New York,69100000,5/1/2007,2007,2007-Q2,/company/kaltura,http://corp.kaltura.com
Skype,software,VoIP Software ,"phone, voip, sweden, skype",8/1/2003,LUX,,Luxembourg City,69050000,3/1/2004,2004,2004-Q1,/company/skype,http://www.skype.com
Braintree,software,online and mobile payment processing,"payment-processing, recurring-billing, credit-card-processing, merchant-account, payment-gateway, pci-compliance",10/1/2007,USA,IL,Chicago,69000000,6/29/2011,2011,2011-Q2,/company/braintree-payment-solutions,http://www.braintreepayments.com
INRIX,software,Big Data Traffic Provider,"traffic, traffic-analytics, big-data, crowdsourcing, predicitve-traffic",1/1/2004,USA,WA,Seattle,68100000,10/29/2007,2007,2007-Q4,/company/inrix,http://www.inrix.com
SpikeSource,software,software certification company,,1/1/2004,USA,CA,SF Bay,68000000,5/1/2005,2005,2005-Q2,/company/spikesource,http://www.spikesource.com
Brand Networks,software,Facebook sPMD,"facebook, pdc, ads-api, facebook-marketing-solutions, social-media, agency, software-as-service, story-planning, marketing, facebook-ads",1/1/2006,USA,MA,Boston,68000000,6/6/2013,2013,2013-Q2,/company/brand-networks,http://www.brandnetworksinc.com
Yext,software,The Next Yellow Pages,"advertising, mobile, local, performance-advertising, pay-per-call, pay-per-action-phone-calls",9/16/2006,USA,NY,New York,65750000,6/1/2008,2008,2008-Q2,/company/yext,http://www.yext.com
MetricStream,software,Business Governance and Compliance,"quality-management, regulatory-compliance, risk-management, corporate-governance",1/1/1999,USA,CA,SF Bay,65020000,4/2/2009,2009,2009-Q2,/company/metricstream,http://metricstream.com
3Leaf,software,server virtualization solutions,,6/1/2004,USA,CA,SF Bay,65000000,4/30/2007,2007,2007-Q2,/company/3leaf,http://www.3leafsystems.com
Redington,software,IT distributor and supply solutions,"it-products, support-services-logistics",1/1/1997,ARE,,Dubai,65000000,10/12/2008,2008,2008-Q4,/company/redington,http://www.redingtongulf.com/redingtonhome/home.html
Paradigm,software,,,,CYM,,Grand Cayman,65000000,1/5/2010,2010,2010-Q1,/company/paradigm,http://www.pdgm.com
Aricent Group,software,A global innovation company,"femtocell, wimax",1/1/1991,USA,NJ,East Brunswick,64700000,2/11/2008,2008,2008-Q1,/company/aricent,http://www.aricent.com
Reval.com,software,Accounting and Risk Mgmt. Software,,1/1/1999,USA,NY,New York,63930724,8/26/2009,2009,2009-Q3,/company/reval-com,http://reval.com
moka5,software, virtual computer technology,,1/1/2005,USA,CA,SF Bay,62797075,7/11/2007,2007,2007-Q3,/company/moka5,http://www.moka5.com
SEVEN Networks,software,,"network-optimization, mobile-messaging, wireless-email, email-sync, mobile-data-sync, push, push-notifications, network-efficiency, mobile-data-efficiency",1/1/2000,USA,CA,SF Bay,62000000,12/14/2006,2006,2006-Q4,/company/seven,http://www.seven.com
SavaJe Technologies,software,,,1/1/1999,USA,MA,Boston,61650000,8/8/2007,2007,2007-Q3,/company/savaje-technologies,
Greenplum Software,software,Database Software,"database, data-scientists, big-data, analytics, hd, enterprise-ready-hadoop, chorus, collaboration, bi, business-intelligence, appliance",6/1/2003,USA,CA,SF Bay,61000000,1/1/2008,2008,2008-Q1,/company/greenplum,http://www.greenplum.com
Rapid7,software,Risk Management Software,,1/1/2000,USA,MA,Boston,61000000,9/17/2008,2008,2008-Q3,/company/rapid7,http://www.rapid7.com
TEOCO Corporation,software,network cost optimization solutions,,1/1/1994,USA,VA,Washington DC,60000000,10/6/2009,2009,2009-Q4,/company/teoco-corporation,http://www.teoco.com
Automated Trading Desk,software,automated trading systems,,1/1/1988,USA,SC,Mount Pleasant,60000000,1/6/2007,2007,2007-Q1,/company/automated-trading-desk,http://www.atdesk.com
IBS Software Services (P),software,"software for travel, transportation",,1/1/1997,IND,,Trivandrum,60000000,7/26/2007,2007,2007-Q3,/company/ibs-software-services-p,http://www.ibsplc.com
Confluence Technologies,software,Fund administration automation,,,USA,PA,Pittsburg,60000000,8/24/2006,2006,2006-Q3,/company/confluence,http://www.confluence.com
Awarepoint,software,,,1/1/2002,USA,CA,San Diego,60000000,2/17/2010,2010,2010-Q1,/company/awarepoint,http://www.awarepoint.com
Tintri,software,Purpose-built storage for VMs,"virtualization, vm-aware, virtual-machine-storage",1/1/2008,USA,CA,SF Bay,60000000,3/24/2011,2011,2011-Q1,/company/tintri,http://www.tintri.com
XOS Digital,software,Sports Digital Media ,"digital-media, sports-editing-software, coaching-solutions, facility-integration, online-advertising, digital-syndication, digital-content, content-licensing, digital-asset-management, original-programming",1/1/1999,USA,MA,Boston,59821495,4/20/2010,2010,2010-Q2,/company/xos-digital,http://www.xosdigital.com
Conviva,software,Video Stream Optimization,"optimization, streaming, digital-video, quality, high-quality, video-analytics, online-video-analytics, viewer-engagement, user-engagement, quality-of-service, qos, quality-of-experience, qoe, streaming-video, online-video, web-analytics, internet-video",1/1/2006,USA,CA,SF Bay,59000000,4/10/2007,2007,2007-Q2,/company/conviva,http://www.conviva.com
Anystream,software,digital media production,,1/1/2000,USA,VA,Washington DC,59000000,1/1/2000,2000,2000-Q1,/company/anystream,http://www.anystream.com
Proofpoint,software,Email Security and Data Loss,"email-security, email-archiving",6/1/2002,USA,CA,SF Bay,59000000,2/26/2008,2008,2008-Q1,/company/proofpoint,http://www.proofpoint.com
RealPage,software,property management software,,1/1/1995,USA,TX,Dallas,58591225,12/14/2005,2005,2005-Q4,/company/realpage,http://www.realpage.com
Ubicom,software,Communications and Media Processors,,5/1/1998,USA,CA,SF Bay,58242507,2/19/2008,2008,2008-Q1,/company/ubicom,http://www.ubicom.com
MINDBODY,software,Business Management Software,,1/1/2001,USA,CA,San Luis Obispo,58000000,9/7/2010,2010,2010-Q3,/company/mindbody,http://mindbodyonline.com
Panzura,software,Venture-Backed Storage Company,"storage, network",7/1/2008,USA,CA,SF Bay,58000000,12/7/2010,2010,2010-Q4,/company/panzura,http://www.panzura.com
TAGSYS RFID Group,software,RFID,,1/1/2001,USA,PA,Philadelphia,57884800,5/26/2006,2006,2006-Q2,/company/tagsys,http://www.tagsysrfid.com
NComputing,software,desktop virtualization software,,1/1/2003,USA,CA,SF Bay,57800000,12/19/2007,2007,2007-Q4,/company/ncomputing,http://www.ncomputing.com
Envivio,software,provider of IP-based MPEG-4 video,iptv-mobile-tv-internet-tv,1/1/2000,USA,CA,SF Bay,57500000,9/1/2008,2008,2008-Q3,/company/envivio,http://www.envivio.com
Silver Peak Systems,software,Data Acceleration,,1/1/2004,USA,CA,SF Bay,57130717,1/15/2008,2008,2008-Q1,/company/silver-peak,http://www.silver-peak.com
ClickSquared,software,Cloud Marketing Software,,1/1/1999,USA,MA,Boston,56710000,9/5/2007,2007,2007-Q3,/company/clicksquared,http://www.clicksquared.com
CareCloud,software,Health IT Solutions Provider,"healthcare-it, medical-practice-management-software, revenue-cycle-management, electronic-health-records, electronic-medical-records, healthit",1/5/2009,USA,FL,Miami,56400000,9/26/2011,2011,2011-Q3,/company/carecloud,http://www.carecloud.com
Oesia,software,Spanish technology companies,,1/1/2000,ESP,,Spain - Other,56130000,7/1/2008,2008,2008-Q3,/company/oesia,http://www.oesia.com
deCarta,software,geospatial software platforms,,1/1/1996,USA,CA,SF Bay,56063148,5/9/2008,2008,2008-Q2,/company/decarta,http://www.decarta.com
Clarizen,software,Work & Project management software,"project-management, project-execution, collaboration, saas, on-demand, online-project-management-software, online-project-management, cloud-computing, work-management, scheduling",1/1/2005,USA,CA,SF Bay,56000000,12/4/2006,2006,2006-Q4,/company/clarizen,http://www.clarizen.com
Workshare,software,secure enterprise collaboration ,,1/1/1998,USA,CA,California,55171635,1/18/2007,2007,2007-Q1,/company/workshare,http://www.workshare.com
Strands Labs,software,"PFM, Personalization & Recommendation","personal-finance-management, pfm, strands, social, recommender, discovery, personalization, recommendations, ecommerce",10/1/2003,USA,CA,SF Bay,55123000,3/1/2006,2006,2006-Q1,/company/strands,http://strands.com
Medallia,software,Customer Experience (CX) Software,"efm, enterprise-feedback-management, customer-feedback, nps, net-promoter, employee-engagement, customer-experience-management, big-data, text-analytics, customer-loyalty",1/1/2002,USA,CA,SF Bay,55000000,9/27/2012,2012,2012-Q3,/company/medallia,http://www.medallia.com
WANdisco,software,Distributed Computing,"hadoop, hadoop-ha, cloudera, horton-works, subversion, svn, open-source, multisite, clustering, replication, mirroring, ubersvn",11/1/2005,USA,CA,SF Bay,54789777,6/1/2012,2012,2012-Q2,/company/wandisco-2,http://www.wandisco.com
Applied Predictive Technologies,software,Application Software,,1/1/1999,USA,VA,Washington DC,54000000,9/7/2006,2006,2006-Q3,/company/applied-predictive-technologies,http://www.predictivetechnologies.com
Mimosa Systems,software,Data Archiving Software,,8/29/2003,USA,CA,SF Bay,53816776,4/1/2008,2008,2008-Q2,/company/mimosa-systems,http://www.mimosasystems.com
Intechra Holdings,software,information technology,,1/1/1987,USA,MS,Ridgeland,52500000,5/23/2007,2007,2007-Q2,/company/intechra-holdings,http://www.intechra.com
Code42,software,Automatic Backup for Home and Business,"onsite-backup, offsite-backup, online-backup, archival, ediscovery, security, laptop-backup",10/1/2001,USA,MN,Minneapolis,52500000,1/17/2012,2012,2012-Q1,/company/code-42-software,http://www.code42.com
ASSIA,software,DSL network management systems,,1/1/2003,USA,CA,SF Bay,52344067,11/2/2009,2009,2009-Q4,/company/assia,http://www.assia-inc.com
Responsys,software,marketing cloud software and services,,1/1/1998,USA,CA,SF Bay,51900000,2/15/2000,2000,2000-Q1,/company/responsys,http://www.responsys.com
Accellos,software,Supply Chain Execution Solutions,"logistics, transportation, warehouse, fleet, supply-chain, inventory, software, 3pl",1/1/2006,USA,CO,Colorado Springs,51400000,9/30/2008,2008,2008-Q3,/company/accellos,http://www.accellos.com
PGP Corporation,software,email and data encryption software,,1/1/1996,USA,CA,SF Bay,51050012,6/20/2007,2007,2007-Q2,/company/pgp-corporation,http://www.pgp.com
Hearsay Social,software,Social sales and marketing software,"social-media, enterprise-social-media, facebook-marketing, social-media-marketing, facebook-page, power-tools, social-marketing-agency, social-media-strategy, social-enterprise-software, social-marketing",1/1/2009,USA,CA,SF Bay,51000000,7/28/2011,2011,2011-Q3,/company/hearsay-social,http://www.hearsaysocial.com
Groupalia,software,Group buying service,,5/1/2009,ESP,,Barcelona,50907890,5/10/2010,2010,2010-Q2,/company/groupalia,http://www.groupalia.com
Mantara,software,Integrated high-speed trading solutions.,,7/25/2003,USA,NY,New York,50594855,7/7/2008,2008,2008-Q3,/company/mantara,http://www.mantara.com
Black Duck Software,software,Products for software development,"open-source-compliance, open-source-management, software-development-collaboration, software-license-management",1/1/2002,USA,MA,Boston,50500000,7/26/2004,2004,2004-Q3,/company/black-duck-software,http://www.blackducksoftware.com
EPAM Systems,software,Outsourcing Service Provider,"software-development, software-engineering, offshore-software-development",1/1/1993,USA,PA,Philadelphia,50000000,6/30/2008,2008,2008-Q2,/company/epam-systems,http://www.epam.com
Made2Manage Systems,software,,,,USA,IN,Indianapolis,50000000,1/9/2006,2006,2006-Q1,/company/made2manage-systems,http://www.made2manage.com
Kareo,software,Medical SaaS,"vc-firm, startup, cloud-based-solutions, health-management",2/1/2004,USA,CA,Los Angeles,50000000,9/13/2010,2010,2010-Q3,/company/kareo,http://www.kareo.com
Accela,software,software solutions,,1/1/1999,USA,CA,SF Bay,50000000,10/16/2013,2013,2013-Q4,/company/accela,http://www.accela.com
Achievers,software,Employee Recognition and Rewards ,"incentives, rewards, employee-motivation",1/1/1995,USA,CA,SF Bay,49122326,7/31/2008,2008,2008-Q3,/company/achievers,http://www.achievers.com
Akorri Networks,software,cross-domain performance software,,1/1/2005,USA,MA,Boston,48730000,9/10/2007,2007,2007-Q3,/company/akorri,http://www.akorri.com
FuzeBox,software,Real-time visual collaboration,,,USA,CA,SF Bay,48500000,7/12/2012,2012,2012-Q3,/company/fuzebox,http://www.fuzebox.com
AppNeta,software,IT Performance Management,"cloud, enterprise, it",1/1/2010,USA,MA,Boston,47800000,2/25/2009,2009,2009-Q1,/company/appneta,http://www.appneta.com
Dropcam,software,video monitoring hardware and software,"camera, surveillance, ip-camera, video, security, monitoring",1/1/2009,USA,CA,SF Bay,47800000,3/1/2009,2009,2009-Q1,/company/dropcam,http://www.dropcam.com
Axilogix Education,software,educational software solutions,,1/1/2009,USA,NJ,Egg Harbor Township,47628902,9/12/2011,2011,2011-Q3,/company/axilogix-education,http://www.axiologix.net
spigit,software,Purpose-built social networking platform,,6/1/2006,USA,CA,SF Bay,47200000,2/1/2007,2007,2007-Q1,/company/spigit,http://spigit.com
CSS Corp,software,Information Communication & Technology,"css-corp, css, support-services, rim, remote-infra, infrastructure-management, technology-support, 24x7-support, technology-infrastructure, cybernet, it-infrastructure-outsourcing, outsourcing, slashsupport, readytestgo",1/1/1996,USA,CA,SF Bay,47000000,1/1/2006,2006,2006-Q1,/company/css,http://www.csscorp.com
Linux Networx,software,Linux high performance computing,,1/1/1989,USA,UT,Salt Lake City,47000000,9/11/2006,2006,2006-Q3,/company/linux-networx,http://www.linuxnetworx.com
